nom_cientific;nom;mida_tronc;mida_escocell;x;y
Abies alba;Avet;>120;sense;485140,9414;4649447,067
Abies alba;Avet;20-50;sense;483613,5698;4646756,924
Abies alba;Avet;20-50;sense;485155,3660;4648374,728
Abies alba;Avet;80-120;sense;484634,1364;4646809,380
Abies alba;Avet;20-50;sense;483370,6660;4649416,562
Abies alba;Avet;80-120;sense;484626,4199;4646802,785
Abies alba;Avet;20-50;sense;484171,9634;4647747,800
Abies alba;Avet;50-80;sense;483630,8064;4646762,862
Abies alba;Avet;20-50;sense;483622,4161;4646738,305
Abies alba;Avet;20-50;sense;483626,7794;4646751,248
Abies alba;Avet;80-120;sense;484639,3800;4646828,431
Abies alba;Avet;50-80;sense;484790,5481;4646781,221
Abies alba;Avet;20-50;sense;484790,5589;4646784,633
Abies alba;Avet;50-80;sense;483657,6750;4646801,878
Abies alba;Avet;50-80;sense;483656,2205;4646797,564
Abies alba;Avet;80-120;sense;484584,1530;4646664,845
Abies alba;Avet;50-80;escocell_corregut;486502,9045;4646643,792
Abies alba;Avet;80-120;sense;484581,6191;4646655,621
Abies alba;Avet;80-120;escocell_corregut;486509,5672;4646641,565
Abies alba;Avet;20-50;sense;483643,3305;4646797,262
Abies alba;Avet;>120;escocell_corregut;485794,3866;4646766,920
Abies alba;Avet;50-80;sense;483407,3827;4649348,563
Abies alba;Avet;>120;sense;484640,5028;4646833,853
Abies alba;Avet;80-120;sense;485393,5813;4648665,481
Abies alba;Avet;20-50;sense;485155,2750;4648341,388
Abies alba;Avet;>120;sense;484636,7329;4646837,514
Abies alba;Avet;80-120;sense;484614,9457;4646768,185
Abies alba;Avet;20-50;sense;483372,8074;4649403,317
Abies alba;Avet;20-50;sense;485414,8308;4650198,330
Abies alba;Avet;80-120;sense;484605,8557;4646736,400
Abies alba;Avet;20-50;sense;485231,6318;4645048,236
Abies alba;Avet;20-50;sense;485563,4829;4647743,965
Abies alba;Avet;>120;sense;484629,8498;4646796,025
Abies alba;Avet;80-120;sense;483725,8419;4646410,026
Abies alba;Avet;20-50;sense;483617,1352;4646761,122
Abies alba;Avet;20-50;sense;483608,8892;4646750,957
Abies alba;Avet;50-80;sense;485831,2360;4646047,751
Abies alba;Avet;>120;sense;484618,0778;4646777,809
Abies alba;Avet;50-80;sense;483659,9992;4646797,888
Abies alba;Avet;50-80;sense;483653,5405;4646791,814
Abies alba;Avet;>120;sense;485687,9782;4648739,277
Abies alba;Avet;>120;sense;483738,6214;4649254,925
Abies alba;Avet;20-50;sense;484167,8536;4647865,654
Abies alba;Avet;20-50;sense;483637,3130;4646789,748
Abies alba;Avet;20-50;sense;483640,5448;4646793,836
Abies alba;Avet;20-50;sense;483630,8472;4646780,574
Abies alba;Avet;20-50;sense;483628,1700;4646776,042
Abies alba;Avet;20-50;sense;483634,3035;4646785,659
Abies alba;Avet;20-50;sense;483604,3209;4646745,543
Abies alba;Avet;20-50;sense;483646,3378;4646800,354
Abies alba;Avet;20-50;sense;483620,8147;4646766,649
Abies alba;Avet;20-50;sense;483624,2708;4646771,623
Abies alba;Avet;50-80;sense;483651,4457;4646798,904
Abies alba;Avet;20-50;sense;483628,7946;4646757,774
Abies alba;Avet;20-50;sense;485792,4988;4646820,199
Abies alba;Avet;80-120;sense;484582,9706;4646660,415
Abies alba;Avet;80-120;sense;483733,4344;4649344,968
Abies alba;Avet;20-50;sense;483367,1405;4649435,711
Abies alba;Avet;20-50;sense;484672,4167;4649127,818
Abies alba;Avet;>120;sense;484642,5120;4646838,055
Abies alba;Avet;20-50;sense;483624,7674;4646746,049
Abies alba;Avet;20-50;escocell_corregut;485802,3581;4646749,718
Abies alba;Avet;80-120;escocell_corregut;486510,2541;4646652,191
Abies alba;Avet;>120;sense;484792,5940;4646780,841
Abies alba;Avet;20-50;sense;485110,7192;4645137,055
Abies alba;Avet;50-80;>90;483534,3402;4648909,513
Abies alba;Avet;80-120;sense;484609,8914;4646729,075
Abies alba;Avet;20-50;sense;483958,3806;4646765,767
Abies alba;Avet;80-120;sense;485181,0159;4645079,940
Abies alba;Avet;>120;>90;485585,2241;4648733,618
Abies alba;Avet;50-80;>90;485258,5574;4646910,270
Abies x masjoanis;Avet de Masjoan;>120;sense;485110,7082;4648353,541
Abies x masjoanis;Avet de Masjoan;80-120;sense;485477,9511;4647053,273
Abies x masjoanis;Avet de Masjoan;50-80;sense;484301,5801;4646950,868
Accia dealbata;Mimosa;20-50;>90;483924,1203;4649140,025
Accia dealbata;Mimosa;20-50;sense;486630,7857;4646695,248
Accia dealbata;Mimosa;50-80;>90;483914,0906;4649122,412
Accia dealbata;Mimosa;20-50;sense;486597,4026;4646728,522
Accia dealbata;Mimosa;50-80;>90;484962,9409;4646803,532
Accia dealbata;Mimosa;20-50;sense;486629,3412;4646695,251
Accia dealbata;Mimosa;50-80;>90;483918,5886;4649142,459
Accia dealbata;Mimosa;20-50;escocell_corregut;485595,4568;4648252,601
Accia dealbata;Mimosa;20-50;sense;486631,9002;4646697,017
Accia dealbata;Mimosa;50-80;40-90;484981,7227;4646805,153
Accia dealbata;Mimosa;50-80;>90;483920,6534;4649128,511
Accia dealbata;Mimosa;50-80;>90;483921,8752;4649134,247
Accia dealbata;Mimosa;20-50;>90;483915,4075;4649128,536
Accia dealbata;Mimosa;20-50;sense;485601,8481;4646110,592
Accia dealbata;Mimosa;>120;sense;483879,2511;4645126,787
Accia dealbata;Mimosa;80-120;sense;483881,8693;4645129,747
Accia dealbata;Mimosa;80-120;sense;483884,3737;4645129,178
Accia dealbata;Mimosa;20-50;40-90;484956,2099;4646808,196
Accia dealbata;Mimosa;50-80;40-90;484991,3252;4646809,708
Accia dealbata;Mimosa;20-50;sense;483582,7629;4649648,105
Accia dealbata;Mimosa;50-80;sense;485635,6928;4648303,588
Accia dealbata;Mimosa;80-120;sense;485046,2188;4649007,684
Accia melanoxylon;Accia de fusta negre;>120;sense;485201,0767;4648394,500
Accia melanoxylon;Accia de fusta negre;>120;sense;485201,0766;4648393,028
Accia melanoxylon;Accia de fusta negre;50-80;sense;485198,5422;4648408,808
Accia melanoxylon;Accia de fusta negre;>120;sense;485202,7118;4648387,305
Accia melanoxylon;Accia de fusta negre;50-80;sense;485196,9071;4648417,066
Accia melanoxylon;Accia de fusta negre;80-120;sense;485201,8942;4648393,110
Acer campestre;Aur blanc;50-80;>90;484315,6055;4647416,313
Acer campestre;Aur blanc;50-80;>90;484309,9408;4647396,737
Acer campestre;Aur blanc;50-80;>90;485072,6105;4646715,904
Acer campestre;Aur blanc;50-80;>90;484325,6849;4647390,656
Acer campestre;Aur blanc;50-80;>90;485098,3075;4646851,992
Acer campestre;Aur blanc;20-50;>90;483934,9185;4648726,290
Acer campestre;Aur blanc;20-50;>90;483951,1318;4648695,955
Acer campestre;Aur blanc;20-50;sense;483927,9766;4648746,182
Acer campestre;Aur blanc;50-80;>90;485101,3817;4646863,310
Acer campestre;Aur blanc;50-80;>90;485102,9188;4646869,248
Acer campestre;Aur blanc;20-50;>90;483929,4270;4648740,412
Acer campestre;Aur blanc;50-80;>90;485104,5956;4646875,187
Acer campestre;Aur blanc;20-50;>90;483895,9227;4648844,610
Acer campestre;Aur blanc;50-80;>90;484328,3507;4647399,986
Acer campestre;Aur blanc;50-80;>90;485093,6964;4646856,323
Acer campestre;Aur blanc;20-50;sense;483381,3747;4648832,464
Acer campestre;Aur blanc;20-50;sense;483390,9387;4648839,903
Acer campestre;Aur blanc;50-80;>90;485052,3816;4646712,811
Acer campestre;Aur blanc;50-80;>90;484295,2426;4647451,117
Acer campestre;Aur blanc;20-50;>90;484630,1320;4645983,826
Acer campestre;Aur blanc;20-50;sense;483394,9236;4648834,590
Acer campestre;Aur blanc;20-50;>90;483900,5384;4648832,686
Acer campestre;Aur blanc;20-50;>90;483925,8142;4648752,335
Acer campestre;Aur blanc;50-80;>90;485108,5974;4646865,069
Acer campestre;Aur blanc;20-50;sense;483332,7871;4648824,767
Acer campestre;Aur blanc;50-80;>90;484329,8502;4647405,817
Acer campestre;Aur blanc;20-50;sense;485867,1598;4648320,454
Acer campestre;Aur blanc;20-50;sense;483388,1492;4648833,527
Acer campestre;Aur blanc;20-50;sense;484644,3852;4647235,865
Acer campestre;Aur blanc;50-80;>90;485060,5735;4646719,499
Acer campestre;Aur blanc;50-80;>90;485059,2360;4646714,985
Acer campestre;Aur blanc;20-50;sense;484620,4692;4647223,002
Acer campestre;Aur blanc;50-80;>90;484326,6013;4647393,072
Acer campestre;Aur blanc;50-80;>90;484300,1111;4647407,733
Acer campestre;Aur blanc;50-80;sense;486869,2708;4646738,937
Acer campestre;Aur blanc;20-50;sense;486904,3815;4646763,678
Acer campestre;Aur blanc;20-50;sense;484628,0338;4647227,303
Acer campestre;Aur blanc;50-80;>90;485790,9526;4645644,993
Acer campestre;Aur blanc;50-80;>90;485094,9540;4646861,843
Acer campestre;Aur blanc;20-50;sense;483311,1186;4648821,682
Acer campestre;Aur blanc;20-50;>90;484612,4611;4647219,145
Acer campestre;Aur blanc;20-50;>90;484612,7045;4645964,618
Acer campestre;Aur blanc;20-50;>90;483920,2746;4648773,362
Acer campestre;Aur blanc;20-50;>90;483948,8087;4648674,234
Acer campestre;Aur blanc;20-50;sense;483936,6961;4648721,408
Acer campestre;Aur blanc;20-50;sense;483945,1531;4648695,123
Acer campestre;Aur blanc;20-50;>90;483947,4707;4648701,970
Acer campestre;Aur blanc;50-80;>90;485057,4806;4646709,719
Acer campestre;Aur blanc;20-50;>90;484634,9659;4645987,770
Acer campestre;Aur blanc;20-50;>90;483937,2719;4648697,263
Acer campestre;Aur blanc;20-50;>90;483908,2455;4648798,728
Acer campestre;Aur blanc;20-50;>90;483941,9788;4648671,112
Acer campestre;Aur blanc;20-50;>90;483954,7345;4648690,874
Acer campestre;Aur blanc;20-50;>90;483944,8555;4648687,326
Acer campestre;Aur blanc;20-50;>90;483932,8264;4648714,261
Acer campestre;Aur blanc;20-50;sense;484604,5618;4647214,255
Acer campestre;Aur blanc;20-50;>90;483933,0881;4648733,613
Acer campestre;Aur blanc;20-50;>90;483961,8534;4648678,173
Acer campestre;Aur blanc;20-50;>90;483923,4125;4648760,025
Acer campestre;Aur blanc;20-50;>90;483944,8555;4648681,050
Acer campestre;Aur blanc;20-50;>90;483939,8871;4648713,999
Acer campestre;Aur blanc;20-50;>90;484671,0930;4646017,918
Acer campestre;Aur blanc;20-50;sense;484636,5979;4647231,343
Acer campestre;Aur blanc;50-80;>90;485054,3878;4646718,663
Acer campestre;Aur blanc;50-80;>90;484312,6065;4647405,817
Acer campestre;Aur blanc;50-80;>90;484331,4330;4647412,648
Acer campestre;Aur blanc;50-80;>90;484313,7728;4647410,232
Acer campestre;Aur blanc;50-80;>90;485796,2640;4645654,478
Acer campestre;Aur blanc;50-80;>90;484292,5579;4647416,310
Acer campestre;Aur blanc;50-80;>90;485065,9233;4646714,985
Acer campestre;Aur blanc;20-50;>90;484663,5877;4646012,702
Acer campestre;Aur blanc;20-50;>90;483938,8409;4648684,449
Acer campestre;Aur blanc;20-50;>90;483943,8097;4648707,985
Acer campestre;Aur blanc;20-50;>90;483937,0105;4648706,154
Acer campestre;Aur blanc;50-80;>90;484333,0158;4647418,063
Acer campestre;Aur blanc;50-80;>90;485090,4126;4646844,865
Acer campestre;Aur blanc;50-80;>90;485091,9497;4646850,524
Acer campestre;Aur blanc;50-80;>90;484334,8485;4647425,477
Acer campestre;Aur blanc;50-80;>90;485088,7357;4646838,927
Acer campestre;Aur blanc;50-80;>90;485100,3335;4646835,852
Acer campestre;Aur blanc;50-80;>90;485101,6610;4646841,966
Acer campestre;Aur blanc;50-80;>90;485103,0583;4646847,293
Acer campestre;Aur blanc;50-80;>90;485104,7177;4646853,406
Acer campestre;Aur blanc;50-80;>90;485100,0543;4646879,519
Acer campestre;Aur blanc;50-80;>90;485099,9144;4646857,790
Acer campestre;Aur blanc;50-80;>90;485106,2897;4646859,083
Acer campestre;Aur blanc;20-50;sense;483462,8569;4648852,942
Acer campestre;Aur blanc;20-50;>90;485805,6206;4645671,631
Acer campestre;Aur blanc;50-80;>90;484309,0246;4647422,978
Acer campestre;Aur blanc;50-80;>90;484307,1919;4647417,646
Acer campestre;Aur blanc;20-50;>90;484617,9201;4645969,706
Acer campestre;Aur blanc;20-50;>90;483921,8436;4648766,562
Acer campestre;Aur blanc;20-50;>90;483911,6450;4648792,713
Acer campestre;Aur blanc;20-50;>90;483917,6596;4648780,161
Acer campestre;Aur blanc;50-80;>90;484305,3318;4647456,493
Acer campestre;Aur blanc;50-80;>90;485096,7005;4646846,193
Acer campestre;Aur blanc;50-80;>90;485095,2333;4646840,534
Acer campestre;Aur blanc;50-80;>90;485096,7007;4646867,921
Acer campestre;Aur blanc;50-80;>90;485098,2378;4646873,720
Acer campestre;Aur blanc;20-50;sense;483302,7996;4648818,991
Acer campestre;Aur blanc;50-80;>90;484306,0256;4647413,148
Acer campestre;Aur blanc;50-80;>90;484310,2742;4647428,976
Acer campestre;Aur blanc;20-50;>90;485801,4123;4645663,602
Acer campestre;Aur blanc;50-80;>90;485055,9760;4646724,180
Acer campestre;Aur blanc;80-120;>90;485067,7623;4646720,334
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;;485112,1609;4648044,910
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;sense;484992,9693;4646994,630
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;escocell_corregut;484654,3803;4649189,192
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;escocell_corregut;484653,3794;4649197,171
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;escocell_corregut;484660,6075;4649138,241
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";50-80;>90;483765,0665;4647068,751
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;escocell_corregut;484661,3128;4649130,270
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;escocell_corregut;484657,3501;4649165,396
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;>90;485224,7099;4648170,529
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;>90;485221,0000;4648167,167
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;escocell_corregut;484656,3593;4649173,534
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;>90;483766,8096;4647053,582
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;>90;483761,4191;4647052,847
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;sense;484982,4509;4646991,792
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;sense;484963,3557;4647003,323
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;>90;485115,3342;4648049,468
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;>90;485233,7916;4648156,604
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";50-80;>90;483758,8697;4647067,686
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;>90;485100,1521;4648027,511
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;escocell_corregut;484655,6559;4649180,430
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;>90;485217,5219;4648164,269
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;>90;485084,8446;4648005,804
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;>90;485166,0228;4647623,504
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;>90;485274,7267;4648195,042
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;escocell_corregut;484659,2914;4649149,513
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";80-120;>90;484238,4174;4646995,875
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;sense;484960,2281;4646991,509
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;>90;485263,5511;4648183,750
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;sense;484964,5714;4647000,221
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;sense;484961,3533;4646997,372
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;sense;484988,3420;4646997,979
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;>90;485270,1217;4648190,183
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;escocell_corregut;484658,3198;4649157,407
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;sense;485702,1205;4647984,758
"Acer Freemani ""Autum Blaze""";"Acer Freemani ""Autum Blaze""";20-50;>90;485175,0128;4647617,866
Acer ginnala;Acer de l'amur;80-120;sense;484396,8776;4648887,679
Acer monspessulanum;Aur negre;20-50;sense;485641,0760;4647299,716
Acer monspessulanum;Aur negre;20-50;sense;484861,7898;4649746,620
Acer monspessulanum;Aur negre;20-50;>90;485101,7167;4646987,610
Acer monspessulanum;Aur negre;20-50;>90;485110,9052;4646984,662
Acer negundo;Negundo;>120;sense;484205,8975;4645310,385
Acer negundo;Negundo;50-80;>90;482446,7110;4648267,244
Acer negundo;Negundo;50-80;sense;483652,0245;4646808,976
Acer negundo;Negundo;50-80;sense;483654,9104;4646807,641
Acer negundo;Negundo;50-80;sense;483641,1741;4646729,406
Acer negundo;Negundo;50-80;>90;482347,5503;4648281,287
Acer negundo;Negundo;50-80;sense;484105,3420;4649349,768
Acer negundo;Negundo;50-80;>90;482416,2633;4648355,727
Acer negundo;Negundo;50-80;>90;482421,3101;4648410,046
Acer negundo;Negundo;20-50;>90;482349,9658;4648365,189
Acer negundo;Negundo;20-50;sense;483416,6726;4649465,551
Acer negundo;Negundo;50-80;>90;482950,0972;4648709,361
Acer negundo;Negundo;50-80;>90;483101,4108;4648478,690
Acer negundo;Negundo;50-80;>90;482873,6875;4648691,418
Acer negundo;Negundo;20-50;>90;482804,6560;4648676,518
Acer negundo;Negundo;50-80;sense;484829,6373;4645555,305
Acer negundo;Negundo;20-50;40-90;483057,4410;4648607,244
Acer negundo;Negundo;50-80;sense;483590,4960;4645069,081
Acer negundo;Negundo;20-50;sense;485786,1620;4646516,431
Acer negundo;Negundo;50-80;sense;483654,4017;4645019,410
Acer negundo;Negundo;80-120;escocell_corregut;484345,2427;4646945,428
Acer negundo;Negundo;20-50;sense;483441,9103;4649489,108
Acer negundo;Negundo;20-50;sense;484827,9541;4645549,868
Acer negundo;Negundo;50-80;sense;484807,3466;4645490,095
Acer negundo;Negundo;50-80;40-90;483625,7410;4649141,456
Acer negundo;Negundo;50-80;>90;482320,7977;4648473,836
Acer negundo;Negundo;50-80;>90;482624,8596;4648487,779
Acer negundo;Negundo;50-80;>90;482693,7453;4648528,918
Acer negundo;Negundo;50-80;sense;483536,3373;4645046,807
Acer negundo;Negundo;20-50;40-90;483070,4013;4648626,539
Acer negundo;Negundo;20-50;>90;482431,9974;4648311,718
Acer negundo;Negundo;20-50;sense;483778,8964;4644925,996
Acer negundo;Negundo;50-80;sense;483820,9076;4644886,160
Acer negundo;Negundo;80-120;sense;484761,6935;4645391,289
Acer negundo;Negundo;>120;sense;484758,1274;4645402,938
Acer negundo;Negundo;80-120;sense;484805,5721;4645480,993
Acer negundo;Negundo;80-120;>90;483307,2268;4649030,580
Acer negundo;Negundo;50-80;sense;485923,3660;4646776,023
Acer negundo;Negundo;50-80;sense;484760,5583;4645397,613
Acer negundo;Negundo;50-80;40-90;483642,0591;4649148,083
Acer negundo;Negundo;80-120;sense;484811,4843;4645708,486
Acer negundo;Negundo;50-80;sense;485792,4894;4646460,383
Acer negundo;Negundo;50-80;sense;485792,6587;4646465,462
Acer negundo;Negundo;50-80;sense;483634,8856;4645035,789
Acer negundo;Negundo;50-80;sense;484224,7996;4648815,608
Acer negundo;Negundo;50-80;sense;483638,4827;4645033,339
Acer negundo;Negundo;80-120;<40;484379,6441;4646184,276
Acer negundo;Negundo;50-80;sense;484221,1014;4648867,594
Acer negundo;Negundo;50-80;<40;485726,7612;4648111,550
Acer negundo;Negundo;50-80;sense;484802,8871;4645474,105
Acer negundo;Negundo;50-80;>90;485387,8919;4646278,963
Acer negundo;Negundo;50-80;sense;484712,0044;4645472,362
Acer negundo;Negundo;50-80;sense;483677,5914;4645003,873
Acer negundo;Negundo;50-80;sense;485275,9818;4644737,765
Acer negundo;Negundo;50-80;sense;483683,2549;4644999,205
Acer negundo;Negundo;20-50;sense;483429,3385;4649475,988
Acer negundo;Negundo;50-80;sense;485790,9658;4646476,466
Acer negundo;Negundo;20-50;sense;483763,8325;4644926,498
Acer negundo;Negundo;20-50;sense;483745,9229;4644892,856
Acer negundo;Negundo;50-80;sense;483655,0457;4646769,891
Acer negundo;Negundo;50-80;sense;483818,8992;4644894,194
Acer negundo;Negundo;50-80;>90;485719,9896;4646675,048
Acer negundo;Negundo;50-80;40-90;483631,4779;4649143,097
Acer negundo;Negundo;50-80;>90;485732,2446;4646632,461
Acer negundo;Negundo;50-80;sense;483685,1683;4644996,832
Acer negundo;Negundo;20-50;sense;485600,8947;4646624,781
Acer negundo;Negundo;50-80;sense;485715,5606;4646652,591
Acer negundo;Negundo;50-80;sense;485711,6327;4646665,784
Acer negundo;Negundo;50-80;sense;485879,1667;4646671,239
Acer negundo;Negundo;50-80;>90;483568,2825;4649152,239
Acer negundo;Negundo;80-120;sense;484785,6415;4645436,125
Acer negundo;Negundo;50-80;sense;485132,4665;4645319,706
Acer negundo;Negundo;20-50;>90;482427,4019;4648322,828
Acer negundo;Negundo;50-80;sense;484728,8845;4645459,285
Acer negundo;Negundo;50-80;>90;485336,3813;4646031,088
Acer negundo;Negundo;50-80;sense;485234,5208;4646205,854
Acer negundo;Negundo;80-120;sense;484732,2130;4645455,957
Acer negundo;Negundo;80-120;>90;485308,7303;4646122,909
Acer negundo;Negundo;50-80;sense;484810,8864;4645502,564
Acer negundo;Negundo;50-80;40-90;485392,2646;4646305,057
Acer negundo;Negundo;>120;sense;484805,2460;4645706,900
Acer negundo;Negundo;50-80;sense;485282,7070;4646165,938
Acer negundo;Negundo;50-80;>90;483766,0608;4648981,162
Acer negundo;Negundo;50-80;>90;483486,1243;4648900,123
Acer negundo;Negundo;50-80;sense;485788,6801;4646439,899
Acer negundo;Negundo;>120;sense;483163,1416;4648803,195
Acer negundo;Negundo;50-80;>90;483748,6992;4649070,053
Acer negundo;Negundo;50-80;>90;485259,3154;4646088,206
Acer negundo;Negundo;50-80;>90;483747,2176;4649077,914
Acer negundo;Negundo;50-80;>90;483560,5021;4649130,480
Acer negundo;Negundo;80-120;>90;483446,6330;4649053,254
Acer negundo;Negundo;20-50;sense;483631,3594;4644977,223
Acer negundo;Negundo;50-80;>90;483562,0524;4649133,911
Acer negundo;Negundo;>120;sense;483802,8579;4646644,525
Acer negundo;Negundo;20-50;sense;483672,3871;4645006,629
Acer negundo;Negundo;50-80;>90;485238,6945;4646076,764
Acer negundo;Negundo;20-50;sense;484824,2968;4645540,918
Acer negundo;Negundo;50-80;sense;484819,2114;4645527,457
Acer negundo;Negundo;20-50;sense;483658,8785;4644958,890
Acer negundo;Negundo;20-50;sense;483653,4352;4644961,101
Acer negundo;Negundo;80-120;sense;484252,3905;4646944,912
Acer negundo;Negundo;50-80;sense;483794,2945;4644857,204
Acer negundo;Negundo;50-80;>90;485717,5386;4646683,780
Acer negundo;Negundo;50-80;sense;483788,2402;4644857,162
Acer negundo;Negundo;20-50;sense;485787,6867;4646496,313
Acer negundo;Negundo;50-80;sense;485290,8567;4646185,394
Acer negundo;Negundo;20-50;sense;484812,2938;4645508,936
Acer negundo;Negundo;20-50;sense;485270,2409;4646167,017
Acer negundo;Negundo;>120;sense;484837,4770;4645710,386
Acer negundo;Negundo;50-80;sense;483805,3518;4644858,119
Acer negundo;Negundo;20-50;sense;483744,0818;4644905,409
Acer negundo;Negundo;20-50;sense;483684,1553;4644961,264
Acer negundo;Negundo;20-50;sense;486180,1588;4648534,990
Acer negundo;Negundo;20-50;sense;483688,4624;4644967,123
Acer negundo;Negundo;20-50;sense;483624,3705;4644983,773
Acer negundo;Negundo;20-50;sense;483587,1993;4645008,661
Acer negundo;Negundo;50-80;sense;483557,9046;4645030,987
Acer negundo;Negundo;50-80;sense;483784,2524;4644923,485
Acer negundo;Negundo;20-50;sense;483645,0014;4644966,768
Acer negundo;Negundo;20-50;sense;484359,0821;4649161,149
Acer negundo;Negundo;50-80;sense;483690,2959;4644979,765
Acer negundo;Negundo;50-80;sense;484238,1301;4649016,148
Acer negundo;Negundo;20-50;sense;483790,6127;4644917,962
Acer negundo;Negundo;50-80;sense;484272,9753;4649050,242
Acer negundo;Negundo;20-50;sense;483635,2399;4644974,003
Acer negundo;Negundo;80-120;>90;485711,1047;4646705,533
Acer negundo;Negundo;50-80;sense;485859,6271;4646131,969
Acer negundo;Negundo;50-80;sense;485712,8511;4646661,350
Acer negundo;Negundo;20-50;sense;483767,8491;4644871,264
Acer negundo;Negundo;50-80;sense;483795,9239;4645170,046
Acer negundo;Negundo;50-80;sense;484808,4842;4645494,418
Acer negundo;Negundo;20-50;sense;483787,3862;4645176,307
Acer negundo;Negundo;50-80;sense;484239,3989;4646981,094
Acer negundo;Negundo;>120;sense;485756,4463;4648340,965
Acer negundo;Negundo;50-80;>90;485342,1548;4646051,060
Acer negundo;Negundo;20-50;sense;483759,1634;4644877,494
Acer negundo;Negundo;80-120;>90;482687,7669;4648538,411
Acer negundo;Negundo;50-80;>90;482985,2671;4648717,405
Acer negundo;Negundo;50-80;sense;483761,0904;4645196,569
Acer negundo;Negundo;20-50;sense;485618,9846;4647247,810
Acer negundo;Negundo;50-80;escocell_corregut;484242,2453;4647049,857
Acer negundo;Negundo;80-120;sense;485707,0419;4646678,178
Acer negundo;Negundo;50-80;sense;483608,1753;4645055,764
Acer negundo;Negundo;50-80;sense;485714,1766;4646656,904
Acer negundo;Negundo;50-80;sense;485234,5206;4646190,151
Acer negundo;Negundo;50-80;sense;485284,9109;4646188,042
Acer negundo;Negundo;80-120;sense;485602,7405;4647285,825
Acer negundo;Negundo;20-50;sense;483651,2638;4645023,237
Acer negundo;Negundo;80-120;sense;484250,9934;4646923,818
Acer negundo;Negundo;80-120;sense;485079,6815;4645960,690
Acer negundo;Negundo;50-80;sense;485857,0050;4646145,372
Acer negundo;Negundo;50-80;>90;485424,0127;4646344,747
Acer negundo;Negundo;50-80;sense;483597,3336;4645002,514
Acer negundo;Negundo;50-80;sense;484352,8521;4647023,631
Acer negundo;Negundo;20-50;sense;483759,3133;4644924,992
Acer negundo;Negundo;20-50;sense;485273,6789;4646192,495
Acer negundo;Negundo;80-120;>90;483750,9421;4648955,858
Acer negundo;Negundo;50-80;>90;483567,3091;4649144,572
Acer negundo;Negundo;80-120;>90;483756,3058;4649031,850
Acer negundo;Negundo;50-80;>90;482443,2815;4648322,312
Acer negundo;Negundo;50-80;>90;482431,1278;4648413,958
Acer negundo;Negundo;80-120;sense;484718,1858;4645469,033
Acer negundo;Negundo;20-50;sense;483771,5965;4644867,496
Acer negundo;Negundo;50-80;sense;483689,9898;4644984,510
Acer negundo;Negundo;50-80;sense;484790,9210;4645448,652
